Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       Egz.      
Vardas4089          Pavarde4089         3         4         1         9         8         9         
Vardas4090          Pavarde4090         9         7         8         2         5         8         
Vardas4091          Pavarde4091         10        4         4         6         1         8         
Vardas4092          Pavarde4092         4         10        7         6         5         2         
Vardas4093          Pavarde4093         8         10        4         2         2         8         
Vardas4094          Pavarde4094         9         8         4         8         1         9         
Vardas4095          Pavarde4095         8         3         4         4         8         2         
Vardas4096          Pavarde4096         6         4         5         6         3         9         
Vardas4097          Pavarde4097         7         6         3         9         9         9         
Vardas4098          Pavarde4098         6         7         1         2         7         8         
Vardas4099          Pavarde4099         10        3         1         3         2         4         
Vardas4100          Pavarde4100         10        5         2         8         4         6         
Vardas4101          Pavarde4101         9         9         5         3         8         2         
Vardas4102          Pavarde4102         4         7         3         7         4         5         
Vardas4103          Pavarde4103         8         5         8         4         3         4         
Vardas4104          Pavarde4104         8         3         4         5         1         6         
Vardas4105          Pavarde4105         6         1         6         3         7         3         
Vardas4106          Pavarde4106         4         3         9         5         6         8         
Vardas4107          Pavarde4107         3         9         6         10        1         10        
Vardas4108          Pavarde4108         9         8         2         3         3         2         
Vardas4109          Pavarde4109         8         5         6         7         1         4         
Vardas4110          Pavarde4110         7         1         3         9         3         3         
Vardas4111          Pavarde4111         1         4         2         9         10        9         
Vardas4112          Pavarde4112         2         7         7         6         10        1         
Vardas4113          Pavarde4113         6         6         8         4         4         8         
Vardas4114          Pavarde4114         2         3         6         5         3         8         
Vardas4115          Pavarde4115         6         2         10        6         7         3         
Vardas4116          Pavarde4116         1         3         6         8         9         9         
Vardas4117          Pavarde4117         4         10        4         8         8         10        
Vardas4118          Pavarde4118         2         8         4         10        2         7         
Vardas4119          Pavarde4119         5         3         10        8         8         3         
Vardas4120          Pavarde4120         3         4         6         8         1         9         
Vardas4121          Pavarde4121         4         5         2         9         8         7         
Vardas4122          Pavarde4122         8         7         1         5         6         7         
Vardas4123          Pavarde4123         9         10        5         5         9         1         
Vardas4124          Pavarde4124         2         9         7         2         5         5         
Vardas4125          Pavarde4125         4         5         4         9         5         4         
Vardas4126          Pavarde4126         8         8         9         4         1         2         
Vardas4127          Pavarde4127         10        9         7         3         3         1         
Vardas4128          Pavarde4128         9         10        1         9         4         1         
Vardas4129          Pavarde4129         8         2         7         4         2         8         
Vardas4130          Pavarde4130         6         8         10        7         5         5         
Vardas4131          Pavarde4131         5         3         8         9         10        2         
Vardas4132          Pavarde4132         3         5         7         1         7         4         
Vardas4133          Pavarde4133         4         6         6         10        1         6         
Vardas4134          Pavarde4134         7         6         7         8         1         8         
Vardas4135          Pavarde4135         6         1         7         2         5         6         
Vardas4136          Pavarde4136         8         9         4         4         4         10        
Vardas4137          Pavarde4137         7         6         3         8         6         10        
Vardas4138          Pavarde4138         7         4         5         3         3         3         
Vardas4139          Pavarde4139         5         10        2         9         2         3         
Vardas4140          Pavarde4140         2         8         6         10        7         2         
Vardas4141          Pavarde4141         3         9         5         5         5         2         
Vardas4142          Pavarde4142         8         9         6         7         7         6         
Vardas4143          Pavarde4143         10        2         4         3         7         9         
Vardas4144          Pavarde4144         3         3         2         8         7         6         
Vardas4145          Pavarde4145         10        10        10        2         1         3         
Vardas4146          Pavarde4146         9         3         6         4         3         4         
Vardas4147          Pavarde4147         7         6         9         9         2         10        
Vardas4148          Pavarde4148         10        3         6         9         2         5         
Vardas4149          Pavarde4149         7         3         7         4         1         2         
Vardas4150          Pavarde4150         2         8         6         9         4         4         
Vardas4151          Pavarde4151         9         7         9         10        9         7         
Vardas4152          Pavarde4152         5         3         4         5         7         10        
Vardas4153          Pavarde4153         4         2         2         5         1         2         
Vardas4154          Pavarde4154         7         5         5         10        1         10        
Vardas4155          Pavarde4155         10        1         1         5         8         3         
Vardas4156          Pavarde4156         4         2         10        5         10        7         
Vardas4157          Pavarde4157         4         1         7         5         2         8         
Vardas4158          Pavarde4158         5         10        10        6         2         10        
Vardas4159          Pavarde4159         10        7         10        3         7         1         
Vardas4160          Pavarde4160         5         1         1         6         4         1         
Vardas4161          Pavarde4161         6         2         2         2         2         6         
Vardas4162          Pavarde4162         2         6         6         4         8         1         
Vardas4163          Pavarde4163         9         10        6         1         4         1         
Vardas4164          Pavarde4164         7         8         2         9         8         5         
Vardas4165          Pavarde4165         6         7         8         3         7         8         
Vardas4166          Pavarde4166         5         6         4         3         4         8         
Vardas4167          Pavarde4167         5         3         2         10        9         7         
Vardas4168          Pavarde4168         5         7         2         10        2         5         
Vardas4169          Pavarde4169         10        7         3         7         3         9         
Vardas4170          Pavarde4170         7         4         8         5         5         8         
Vardas4171          Pavarde4171         4         4         10        2         4         5         
Vardas4172          Pavarde4172         1         8         8         10        5         3         
Vardas4173          Pavarde4173         5         1         8         8         7         2         
Vardas4174          Pavarde4174         2         5         9         9         1         6         
Vardas4175          Pavarde4175         9         8         4         8         5         6         
Vardas4176          Pavarde4176         4         6         10        2         3         10        
Vardas4177          Pavarde4177         3         4         3         9         2         6         
Vardas4178          Pavarde4178         5         7         3         1         8         1         
Vardas4179          Pavarde4179         4         1         1         4         8         6         
Vardas4180          Pavarde4180         9         3         9         3         10        3         
Vardas4181          Pavarde4181         2         6         4         2         4         6         
Vardas4182          Pavarde4182         10        4         8         9         2         1         
Vardas4183          Pavarde4183         7         3         3         10        5         6         
Vardas4184          Pavarde4184         7         6         8         10        3         6         
Vardas4185          Pavarde4185         7         9         10        5         3         5         
Vardas4186          Pavarde4186         3         1         6         4         6         10        
Vardas4187          Pavarde4187         7         7         5         7         1         10        
Vardas4188          Pavarde4188         8         8         3         5         8         2         
Vardas4189          Pavarde4189         9         2         8         4         10        2         
Vardas4190          Pavarde4190         2         4         4         9         7         1         
Vardas4191          Pavarde4191         3         9         6         4         3         3         
Vardas4192          Pavarde4192         9         3         1         3         1         9         
Vardas4193          Pavarde4193         8         6         8         8         3         9         
Vardas4194          Pavarde4194         6         1         8         2         8         5         
Vardas4195          Pavarde4195         6         10        9         10        1         3         
Vardas4196          Pavarde4196         6         9         6         5         10        5         
Vardas4197          Pavarde4197         9         8         7         6         6         3         
Vardas4198          Pavarde4198         3         9         3         9         9         9         
Vardas4199          Pavarde4199         7         2         4         7         10        2         
Vardas4200          Pavarde4200         5         5         8         2         9         4         
Vardas4201          Pavarde4201         4         2         6         7         6         4         
Vardas4202          Pavarde4202         9         5         8         6         6         2         
Vardas4203          Pavarde4203         6         8         2         5         3         2         
Vardas4204          Pavarde4204         1         7         7         6         1         7         
Vardas4205          Pavarde4205         9         7         4         8         1         1         
Vardas4206          Pavarde4206         7         2         8         10        6         2         
Vardas4207          Pavarde4207         4         2         6         6         8         6         
Vardas4208          Pavarde4208         5         4         9         9         8         7         
Vardas4209          Pavarde4209         9         4         7         10        4         1         
Vardas4210          Pavarde4210         9         1         4         7         9         2         
Vardas4211          Pavarde4211         1         3         10        6         8         4         
Vardas4212          Pavarde4212         6         9         8         4         10        9         
Vardas4213          Pavarde4213         4         1         3         6         2         7         
Vardas4214          Pavarde4214         7         1         1         6         6         4         
Vardas4215          Pavarde4215         2         8         7         7         2         5         
Vardas4216          Pavarde4216         9         4         2         7         6         6         
Vardas4217          Pavarde4217         10        6         9         4         8         2         
Vardas4218          Pavarde4218         5         10        7         3         7         1         
Vardas4219          Pavarde4219         2         5         4         2         1         9         
Vardas4220          Pavarde4220         2         5         1         10        7         3         
Vardas4221          Pavarde4221         9         2         3         2         6         1         
Vardas4222          Pavarde4222         5         5         2         6         8         4         
Vardas4223          Pavarde4223         7         8         9         5         1         3         
Vardas4224          Pavarde4224         3         7         7         7         4         4         
Vardas4225          Pavarde4225         1         3         2         2         8         3         
Vardas4226          Pavarde4226         8         7         3         5         6         3         
Vardas4227          Pavarde4227         4         8         6         7         7         3         
Vardas4228          Pavarde4228         5         5         3         2         3         8         
Vardas4229          Pavarde4229         6         8         6         5         7         6         
Vardas4230          Pavarde4230         7         6         2         1         4         7         
Vardas4231          Pavarde4231         10        4         7         1         3         5         
Vardas4232          Pavarde4232         4         6         7         7         10        1         
Vardas4233          Pavarde4233         5         10        6         9         7         5         
Vardas4234          Pavarde4234         10        3         7         5         9         1         
Vardas4235          Pavarde4235         8         4         10        7         6         3         
Vardas4236          Pavarde4236         1         10        9         2         4         7         
Vardas4237          Pavarde4237         7         8         7         5         3         2         
Vardas4238          Pavarde4238         1         10        2         9         10        4         
Vardas4239          Pavarde4239         3         7         3         9         6         5         
Vardas4240          Pavarde4240         8         2         1         2         2         7         
Vardas4241          Pavarde4241         5         5         10        7         1         10        
Vardas4242          Pavarde4242         8         5         3         3         7         10        
Vardas4243          Pavarde4243         8         2         10        8         3         10        
Vardas4244          Pavarde4244         8         8         7         1         2         6         
Vardas4245          Pavarde4245         1         3         3         10        1         2         
Vardas4246          Pavarde4246         3         10        10        10        9         4         
Vardas4247          Pavarde4247         4         7         3         7         1         4         
Vardas4248          Pavarde4248         8         5         2         3         4         1         
Vardas4249          Pavarde4249         10        10        5         9         6         10        
Vardas4250          Pavarde4250         1         7         9         2         3         2         
Vardas4251          Pavarde4251         3         1         10        10        6         5         
Vardas4252          Pavarde4252         7         4         2         7         2         6         
Vardas4253          Pavarde4253         6         7         8         2         6         4         
Vardas4254          Pavarde4254         9         5         8         1         8         7         
Vardas4255          Pavarde4255         10        4         10        1         2         1         
Vardas4256          Pavarde4256         5         6         10        10        10        1         
Vardas4257          Pavarde4257         5         7         7         6         10        8         
Vardas4258          Pavarde4258         4         2         4         3         7         10        
Vardas4259          Pavarde4259         4         9         10        4         7         10        
Vardas4260          Pavarde4260         7         8         3         7         8         2         
Vardas4261          Pavarde4261         6         9         4         5         9         5         
Vardas4262          Pavarde4262         1         4         1         5         7         6         
Vardas4263          Pavarde4263         1         7         7         3         1         1         
Vardas4264          Pavarde4264         9         3         8         3         8         1         
Vardas4265          Pavarde4265         5         10        4         5         5         5         
Vardas4266          Pavarde4266         1         9         6         2         10        3         
Vardas4267          Pavarde4267         5         3         8         2         9         7         
Vardas4268          Pavarde4268         3         7         3         4         2         1         
Vardas4269          Pavarde4269         6         9         2         2         9         9         
Vardas4270          Pavarde4270         1         4         9         2         6         4         
Vardas4271          Pavarde4271         1         4         9         3         7         9         
Vardas4272          Pavarde4272         3         5         3         6         6         9         
Vardas4273          Pavarde4273         1         1         4         7         10        10        
Vardas4274          Pavarde4274         6         2         10        7         1         7         
Vardas4275          Pavarde4275         4         2         5         10        1         5         
Vardas4276          Pavarde4276         10        8         2         7         10        5         
Vardas4277          Pavarde4277         3         1         5         7         8         5         
Vardas4278          Pavarde4278         3         8         3         1         8         4         
Vardas4279          Pavarde4279         9         2         5         9         7         8         
Vardas4280          Pavarde4280         3         3         3         9         9         3         
Vardas4281          Pavarde4281         1         8         8         2         6         7         
Vardas4282          Pavarde4282         7         6         4         1         6         5         
Vardas4283          Pavarde4283         8         8         2         9         9         2         
Vardas4284          Pavarde4284         7         4         6         3         10        5         
Vardas4285          Pavarde4285         7         2         6         8         2         5         
Vardas4286          Pavarde4286         5         2         6         10        5         2         
Vardas4287          Pavarde4287         3         9         8         4         2         4         
Vardas4288          Pavarde4288         6         1         1         4         5         8         
Vardas4289          Pavarde4289         2         10        9         3         9         6         
Vardas4290          Pavarde4290         4         4         7         4         5         3         
Vardas4291          Pavarde4291         4         5         1         1         10        4         
Vardas4292          Pavarde4292         8         10        9         1         9         2         
Vardas4293          Pavarde4293         9         9         1         3         10        8         
Vardas4294          Pavarde4294         10        5         3         5         7         1         
Vardas4295          Pavarde4295         3         8         5         9         5         4         
Vardas4296          Pavarde4296         3         10        7         5         7         5         
Vardas4297          Pavarde4297         9         4         3         3         9         4         
Vardas4298          Pavarde4298         4         10        4         3         1         10        
Vardas4299          Pavarde4299         5         5         7         2         3         3         
Vardas4300          Pavarde4300         9         2         6         8         3         8         
Vardas4301          Pavarde4301         9         8         8         10        1         8         
Vardas4302          Pavarde4302         8         10        6         5         7         3         
Vardas4303          Pavarde4303         6         9         4         4         10        4         
Vardas4304          Pavarde4304         4         7         2         2         9         4         
Vardas4305          Pavarde4305         7         2         2         5         5         8         
Vardas4306          Pavarde4306         3         7         10        9         3         3         
Vardas4307          Pavarde4307         6         1         10        3         2         9         
Vardas4308          Pavarde4308         3         7         8         1         2         10        
Vardas4309          Pavarde4309         1         5         7         8         10        3         
Vardas4310          Pavarde4310         10        9         6         3         9         2         
Vardas4311          Pavarde4311         10        3         2         6         6         6         
Vardas4312          Pavarde4312         8         10        1         1         4         4         
Vardas4313          Pavarde4313         1         2         1         3         9         1         
Vardas4314          Pavarde4314         3         6         9         1         7         4         
Vardas4315          Pavarde4315         5         3         10        2         3         6         
Vardas4316          Pavarde4316         4         6         5         6         7         5         
Vardas4317          Pavarde4317         5         1         6         3         7         5         
Vardas4318          Pavarde4318         7         6         1         5         7         2         
Vardas4319          Pavarde4319         5         7         3         8         7         3         
Vardas4320          Pavarde4320         1         1         10        8         8         6         
Vardas4321          Pavarde4321         7         2         6         6         5         6         
Vardas4322          Pavarde4322         9         6         2         4         8         10        
Vardas4323          Pavarde4323         1         4         1         9         6         1         
Vardas4324          Pavarde4324         10        4         3         8         4         10        
Vardas4325          Pavarde4325         1         6         1         1         9         5         
Vardas4326          Pavarde4326         1         7         3         10        2         4         
Vardas4327          Pavarde4327         2         8         4         3         3         10        
Vardas4328          Pavarde4328         2         3         4         3         9         1         
Vardas4329          Pavarde4329         8         6         5         1         7         2         
Vardas4330          Pavarde4330         9         2         9         1         7         2         
Vardas4331          Pavarde4331         2         10        1         3         9         5         
Vardas4332          Pavarde4332         6         6         10        9         10        3         
Vardas4333          Pavarde4333         7         1         9         2         7         4         
Vardas4334          Pavarde4334         4         2         9         5         3         1         
Vardas4335          Pavarde4335         7         7         5         1         10        7         
Vardas4336          Pavarde4336         10        4         10        8         1         2         
Vardas4337          Pavarde4337         7         10        7         5         4         2         
Vardas4338          Pavarde4338         6         2         2         2         2         5         
Vardas4339          Pavarde4339         9         8         6         4         3         10        
Vardas4340          Pavarde4340         10        7         8         10        10        5         
Vardas4341          Pavarde4341         8         3         5         8         3         10        
Vardas4342          Pavarde4342         4         6         8         8         8         6         
Vardas4343          Pavarde4343         10        10        5         5         10        6         
Vardas4344          Pavarde4344         7         6         9         5         6         3         
Vardas4345          Pavarde4345         5         5         9         7         7         4         
Vardas4346          Pavarde4346         7         10        3         10        1         2         
Vardas4347          Pavarde4347         9         2         2         6         7         4         
Vardas4348          Pavarde4348         5         9         2         5         1         9         
Vardas4349          Pavarde4349         8         10        9         4         4         7         
Vardas4350          Pavarde4350         1         3         4         1         3         8         
Vardas4351          Pavarde4351         4         4         9         6         6         4         
Vardas4352          Pavarde4352         2         9         9         3         6         5         
Vardas4353          Pavarde4353         9         3         1         7         5         8         
Vardas4354          Pavarde4354         9         10        10        1         3         5         
Vardas4355          Pavarde4355         6         7         1         3         7         1         
Vardas4356          Pavarde4356         4         6         7         3         6         9         
Vardas4357          Pavarde4357         8         2         4         10        5         3         
Vardas4358          Pavarde4358         4         3         4         1         3         6         
Vardas4359          Pavarde4359         5         1         2         4         2         4         
Vardas4360          Pavarde4360         1         3         7         10        1         7         
Vardas4361          Pavarde4361         10        10        5         8         2         5         
Vardas4362          Pavarde4362         5         5         7         1         3         5         
Vardas4363          Pavarde4363         7         3         1         1         2         3         
Vardas4364          Pavarde4364         9         2         9         2         10        2         
Vardas4365          Pavarde4365         9         6         9         8         2         7         
Vardas4366          Pavarde4366         2         1         3         9         2         10        
Vardas4367          Pavarde4367         9         10        5         4         9         2         
Vardas4368          Pavarde4368         7         4         4         1         4         1         
Vardas4369          Pavarde4369         3         3         3         9         3         10        
Vardas4370          Pavarde4370         8         5         9         3         8         4         
Vardas4371          Pavarde4371         2         9         10        1         5         8         
Vardas4372          Pavarde4372         4         10        6         9         4         3         
Vardas4373          Pavarde4373         8         4         4         7         1         6         
Vardas4374          Pavarde4374         1         1         5         1         10        3         
Vardas4375          Pavarde4375         1         2         9         9         4         4         
Vardas4376          Pavarde4376         1         7         6         4         1         5         
Vardas4377          Pavarde4377         7         9         4         9         5         2         
Vardas4378          Pavarde4378         7         4         2         4         4         6         
Vardas4379          Pavarde4379         10        3         3         3         2         8         
Vardas4380          Pavarde4380         1         4         4         6         9         3         
Vardas4381          Pavarde4381         5         2         3         1         4         2         
Vardas4382          Pavarde4382         8         5         10        3         6         10        
Vardas4383          Pavarde4383         2         6         3         3         10        9         
Vardas4384          Pavarde4384         5         10        9         1         7         1         
Vardas4385          Pavarde4385         2         9         5         6         6         7         
Vardas4386          Pavarde4386         10        9         7         2         10        8         
Vardas4387          Pavarde4387         4         1         2         9         5         4         
Vardas4388          Pavarde4388         6         1         3         10        8         7         
Vardas4389          Pavarde4389         3         9         5         6         6         1         
Vardas4390          Pavarde4390         9         10        4         8         4         6         
Vardas4391          Pavarde4391         8         7         7         9         10        3         
Vardas4392          Pavarde4392         4         9         10        8         4         3         
Vardas4393          Pavarde4393         3         3         9         3         10        1         
Vardas4394          Pavarde4394         6         8         5         1         1         10        
Vardas4395          Pavarde4395         1         1         1         4         3         7         
Vardas4396          Pavarde4396         6         10        4         3         3         5         
Vardas4397          Pavarde4397         6         2         1         10        8         10        
Vardas4398          Pavarde4398         10        10        5         5         3         2         
Vardas4399          Pavarde4399         10        4         2         2         10        8         
Vardas4400          Pavarde4400         10        9         4         10        5         4         
Vardas4401          Pavarde4401         1         1         3         7         6         9         
Vardas4402          Pavarde4402         9         7         9         2         4         8         
Vardas4403          Pavarde4403         4         8         2         6         2         1         
Vardas4404          Pavarde4404         6         10        8         5         3         9         
Vardas4405          Pavarde4405         9         7         9         9         5         2         
Vardas4406          Pavarde4406         10        7         8         2         3         2         
Vardas4407          Pavarde4407         9         2         6         9         5         7         
Vardas4408          Pavarde4408         5         8         4         3         8         9         
Vardas4409          Pavarde4409         7         6         6         5         2         5         
Vardas4410          Pavarde4410         10        6         6         3         10        4         
Vardas4411          Pavarde4411         4         9         8         3         5         9         
Vardas4412          Pavarde4412         6         9         3         9         10        2         
Vardas4413          Pavarde4413         10        6         4         4         1         1         
Vardas4414          Pavarde4414         2         7         2         6         6         5         
Vardas4415          Pavarde4415         8         2         9         7         5         5         
Vardas4416          Pavarde4416         5         6         5         2         7         6         
Vardas4417          Pavarde4417         8         3         8         8         10        5         
Vardas4418          Pavarde4418         5         2         6         3         5         4         
Vardas4419          Pavarde4419         6         10        6         4         1         4         
Vardas4420          Pavarde4420         1         6         3         3         10        6         
Vardas4421          Pavarde4421         1         8         1         5         2         6         
Vardas4422          Pavarde4422         10        2         7         3         7         10        
Vardas4423          Pavarde4423         5         1         4         6         1         6         
Vardas4424          Pavarde4424         9         9         5         9         4         8         
Vardas4425          Pavarde4425         6         4         3         4         3         4         
Vardas4426          Pavarde4426         9         8         6         5         7         9         
Vardas4427          Pavarde4427         4         4         1         3         5         4         
Vardas4428          Pavarde4428         9         6         2         7         8         7         
Vardas4429          Pavarde4429         7         6         6         8         4         10        
Vardas4430          Pavarde4430         2         7         10        7         8         7         
Vardas4431          Pavarde4431         6         10        4         9         6         1         
Vardas4432          Pavarde4432         6         5         8         3         5         7         
Vardas4433          Pavarde4433         8         7         2         10        7         6         
Vardas4434          Pavarde4434         7         7         10        8         6         7         
Vardas4435          Pavarde4435         2         8         8         4         7         1         
Vardas4436          Pavarde4436         8         2         9         4         1         1         
Vardas4437          Pavarde4437         6         8         10        1         8         9         
Vardas4438          Pavarde4438         3         6         8         5         2         7         
Vardas4439          Pavarde4439         3         8         4         4         1         4         
Vardas4440          Pavarde4440         9         5         7         8         5         4         
Vardas4441          Pavarde4441         1         7         3         3         2         4         
Vardas4442          Pavarde4442         8         8         1         7         1         4         
Vardas4443          Pavarde4443         2         4         9         7         10        8         
Vardas4444          Pavarde4444         3         3         2         9         6         8         
Vardas4445          Pavarde4445         1         2         2         10        7         1         
Vardas4446          Pavarde4446         8         3         5         2         10        9         
Vardas4447          Pavarde4447         3         5         3         6         7         1         
Vardas4448          Pavarde4448         5         7         3         7         6         10        
Vardas4449          Pavarde4449         8         5         8         6         9         8         
Vardas4450          Pavarde4450         1         5         2         7         10        10        
Vardas4451          Pavarde4451         1         8         4         2         6         9         
Vardas4452          Pavarde4452         4         7         7         5         10        6         
Vardas4453          Pavarde4453         10        7         8         4         1         10        
Vardas4454          Pavarde4454         9         5         5         3         8         4         
Vardas4455          Pavarde4455         3         4         2         10        4         5         
Vardas4456          Pavarde4456         2         3         7         5         3         9         
Vardas4457          Pavarde4457         8         3         10        10        10        1         
Vardas4458          Pavarde4458         9         5         6         6         4         9         
Vardas4459          Pavarde4459         8         6         9         10        1         9         
Vardas4460          Pavarde4460         1         9         1         9         6         4         
Vardas4461          Pavarde4461         8         5         8         9         5         5         
Vardas4462          Pavarde4462         5         6         7         6         5         5         
Vardas4463          Pavarde4463         3         5         2         5         1         3         
Vardas4464          Pavarde4464         3         9         8         8         6         7         
Vardas4465          Pavarde4465         6         2         10        7         7         1         
Vardas4466          Pavarde4466         5         3         8         5         10        8         
Vardas4467          Pavarde4467         2         2         3         5         4         5         
Vardas4468          Pavarde4468         1         10        2         2         7         7         
Vardas4469          Pavarde4469         2         9         7         9         8         5         
Vardas4470          Pavarde4470         6         10        7         5         2         6         
Vardas4471          Pavarde4471         2         3         5         10        2         1         
Vardas4472          Pavarde4472         9         9         4         9         10        7         
Vardas4473          Pavarde4473         1         3         8         8         5         5         
Vardas4474          Pavarde4474         3         9         8         8         10        9         
Vardas4475          Pavarde4475         5         8         8         1         2         3         
Vardas4476          Pavarde4476         7         9         9         5         7         5         
Vardas4477          Pavarde4477         5         8         10        10        4         8         
Vardas4478          Pavarde4478         1         6         10        7         4         6         
Vardas4479          Pavarde4479         1         5         1         1         3         3         
Vardas4480          Pavarde4480         7         10        9         7         7         1         
Vardas4481          Pavarde4481         7         1         4         8         10        6         
Vardas4482          Pavarde4482         8         6         9         3         5         2         
Vardas4483          Pavarde4483         8         2         4         3         1         8         
Vardas4484          Pavarde4484         4         2         2         3         7         7         
Vardas4485          Pavarde4485         9         1         3         6         6         7         
Vardas4486          Pavarde4486         4         2         7         2         7         2         
Vardas4487          Pavarde4487         9         10        5         5         6         8         
Vardas4488          Pavarde4488         3         2         2         8         5         9         
Vardas4489          Pavarde4489         5         1         1         5         10        9         
Vardas4490          Pavarde4490         2         3         9         5         7         9         
Vardas4491          Pavarde4491         6         8         9         7         9         4         
Vardas4492          Pavarde4492         9         4         9         3         3         4         
Vardas4493          Pavarde4493         1         5         9         8         1         7         
Vardas4494          Pavarde4494         8         6         7         5         8         9         
Vardas4495          Pavarde4495         2         2         1         10        7         6         
Vardas4496          Pavarde4496         5         5         6         6         4         7         
Vardas4497          Pavarde4497         1         2         5         6         8         10        
Vardas4498          Pavarde4498         4         6         8         7         9         4         
Vardas4499          Pavarde4499         5         8         8         9         7         1         
Vardas4500          Pavarde4500         9         4         3         8         10        8         
Vardas4501          Pavarde4501         7         7         7         10        9         4         
Vardas4502          Pavarde4502         1         4         1         5         9         10        
Vardas4503          Pavarde4503         4         4         6         5         8         6         
Vardas4504          Pavarde4504         6         10        7         7         8         5         
Vardas4505          Pavarde4505         7         6         8         6         4         8         
Vardas4506          Pavarde4506         8         2         10        5         4         4         
Vardas4507          Pavarde4507         9         9         2         10        7         8         
Vardas4508          Pavarde4508         8         3         4         5         8         2         
Vardas4509          Pavarde4509         7         9         9         2         5         9         
Vardas4510          Pavarde4510         1         9         3         4         6         10        
Vardas4511          Pavarde4511         8         6         9         9         6         3         
Vardas4512          Pavarde4512         9         5         10        3         3         4         
Vardas4513          Pavarde4513         5         4         9         8         1         7         
Vardas4514          Pavarde4514         7         2         1         5         4         7         
Vardas4515          Pavarde4515         7         3         4         10        6         6         
Vardas4516          Pavarde4516         6         4         4         5         8         3         
Vardas4517          Pavarde4517         5         10        1         7         10        8         
Vardas4518          Pavarde4518         9         9         6         9         4         9         
Vardas4519          Pavarde4519         6         3         3         5         1         5         
Vardas4520          Pavarde4520         2         10        2         10        3         2         
Vardas4521          Pavarde4521         1         5         7         5         1         4         
Vardas4522          Pavarde4522         10        3         4         10        8         3         
Vardas4523          Pavarde4523         9         9         1         9         7         6         
Vardas4524          Pavarde4524         7         1         9         5         1         5         
Vardas4525          Pavarde4525         7         4         4         1         4         6         
Vardas4526          Pavarde4526         4         2         10        10        9         8         
Vardas4527          Pavarde4527         4         2         1         2         6         2         
Vardas4528          Pavarde4528         2         7         8         1         4         1         
Vardas4529          Pavarde4529         8         3         5         8         6         10        
Vardas4530          Pavarde4530         6         4         9         9         10        1         
